"","1","2","3","4","5","6","7","8","9","10","12","15","20","24","30","40","60","120","Inf"
"1",16210.7227202197,19999.5,21614.7413985689,22499.5833324074,23055.7982322377,23437.1111100049,23714.5658007011,23925.4062488245,24091.004108921,24224.4868477475,24426.3661825788,24630.2051456914,24835.9709060749,24939.5652599433,25043.6276701243,25148.1532347725,25253.1368964763,25358.5734515732,25464.4575600609
"2",198.501253132832,199,199.166434604686,199.2496867163,199.299649122243,199.332962034112,199.356759244422,199.374608395344,199.388491804989,199.399598996829,199.416260558129,199.432923047678,199.449586465475,199.457918522466,199.46625081152,199.474583332636,199.482916085814,199.491249071054,199.499582288356
"3",55.5519567392207,49.7992784003009,47.467228252892,46.1946223300928,45.3916457134715,44.8384683343173,44.4341005825432,44.125571714729,43.8824011495119,43.6858011208926,43.3873867901377,43.0846573093144,42.7775001252862,42.6222253094904,42.4658002741301,42.3082102904821,42.1494404934932,41.9894758854259,41.8283013393957
"4",31.3327716240838,26.2842712474619,24.2591198902626,23.1545014379014,22.4564255409195,21.9745792538315,21.6216905333488,21.3519803553211,21.1390836901419,20.9667302679619,20.7046875454837,20.4382676547533,20.1672758990373,20.0300007119074,19.8915027323204,19.7517531786592,19.6107221240836,19.4683784317158,19.324689685033
"5",22.7847805299625,18.3138301850468,16.5297704604983,15.5560598045466,14.9396054599122,14.513263006124,14.2004456360111,13.9609626035679,13.7716453782288,13.6181796145449,13.3844708419485,13.1463307669879,12.9034880633884,12.7802100477305,12.6556402170268,12.5297350028852,12.4024481505886,12.2737304782539,12.1435296078926
"6",18.6349962426637,14.5441064292772,12.9166013230126,12.0275302934088,11.4636956594963,11.0730389103972,10.7859159985657,10.5657635056315,10.3914861377432,10.2500371199816,10.0342922121683,9.81398643262555,9.58877072799391,9.47419878974599,9.35824455611662,9.2408480247894,9.12194435035491,9.00146327182027,8.87932845075897
"7",16.2355580911319,12.4039567483677,10.8824474913476,10.0504912475346,9.52205882351948,9.15533592051179,8.88538902941913,8.6781147447943,8.51382310645156,8.38032593349669,8.17641252922045,7.96776694940555,7.75396066892929,7.6449681838431,7.53448952195256,7.42244648974614,7.3087532092708,7.19331500529003,7.07602707707593
"8",14.6881994735135,11.0424123723456,9.59647499149693,8.80512952500288,8.30179884507166,7.95199224224836,7.69414300433249,7.4959059148136,7.33859520555033,7.21063591522332,7.01491722957366,6.81427659632345,6.60820487095109,6.50294578973821,6.396089566668,6.28753817672616,6.17718234084215,6.06489961045938,5.95055201207802
"9",13.6136085691842,10.1067135615908,8.71705528405814,7.95588513210108,7.47115810851096,7.13385028268537,6.8849084188317,6.6933001646663,6.54108962685306,6.41715965487967,6.22736742008294,6.03245790497351,5.83184097835869,5.7291722942159,5.62479230915436,5.51858171038977,5.41040561067844,5.30011051668572,5.18752049377802
"10",12.8264703843734,9.42699905907214,8.08074665269089,7.34280573709274,6.87236675701349,6.5446305439301,6.3024868921206,6.11591875010362,5.96757027149481,5.84667842505818,5.66132597392011,5.47066234374016,5.27401674857659,5.17319681833546,5.07055061310665,4.9659362744286,4.8591912924986,4.75012799715669,4.63852769733002
"11",12.2263106765985,8.91224975684987,7.60043267519808,6.88089093951188,6.42174548103477,6.10155445240117,5.86475236413392,5.6821297320056,5.53679224409714,5.41825867574839,5.23632927694911,5.04889998302847,4.85522024666577,4.75574832874012,4.65433582952133,4.55081727967339,4.44500073258322,4.33666137402294,4.22553299819685
